Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
DELL,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.14,28768.54
LENOVO,ULTRABOOK,14.0,1920x1080,1.8,8.0,256.0,AMD Radeon RX 550,WINDOWS 10,1.75,64755.45
LENOVO,2 IN 1 CONVERTIBLE,15.6,3840x2160,2.8,16.0,512.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.0,101178.72
CHUWI,NOTEBOOK,12.3,2736x1824,1.1,6.0,64.0,Intel HD Graphics 500,WINDOWS 10,1.4,23922.72
HP,NOTEBOOK,15.6,1920x1080,2.9,8.0,256.0,Intel HD Graphics 630,WINDOWS 10,2.31,76030.56
ASUS,NOTEBOOK,15.6,1920x1080,2.4,8.0,1024.0,Nvidia GeForce 940MX,LINUX,2.3,31808.16
DELL,GAMING,17.3,2560x1440,2.9,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,149130.72
DELL,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.62,61751.52
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,2304.0,AMD Radeon 530,WINDOWS 10,2.02,60867.07
DELL,ULTRABOOK,14.0,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,LINUX,1.6,58554.72
HP,GAMING,17.3,1920x1080,2.8,12.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,3.35,106506.72
MEDIACOM,2 IN 1 CONVERTIBLE,11.6,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.16,15930.72
SAMSUNG,NETBOOK,11.6,1366x768,1.6,4.0,16.0,Intel HD Graphics 400,CHROME OS,1.15,14332.32
LENOVO,NOTEBOOK,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.4,53812.8
LENOVO,NOTEBOOK,14.0,1920x1080,2.7,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.7,31914.72
LENOVO,WORKSTATION,15.6,3840x2160,2.8,16.0,512.0,Nvidia GeForce 940MX,WINDOWS 10,2.3,130269.6
LENOVO,NOTEBOOK,15.6,1920x1080,2.9,16.0,512.0,Nvidia Quadro M2200M,WINDOWS 10,2.5,130482.72
ASUS,GAMING,17.3,1920x1080,3.2,8.0,1280.0,AMD Radeon RX 580,WINDOWS 10,3.2,90309.6
HP,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 400,WINDOWS 10,2.1,18488.16
GOOGLE,ULTRABOOK,12.3,2400x1600,1.3,16.0,512.0,Intel HD Graphics 615,CHROME OS,1.1,117162.72
LENOVO,ULTRABOOK,14.0,2560x1440,2.7,24.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.32,126912.96
ASUS,NOTEBOOK,15.6,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,LINUX,2.0,29783.52
LENOVO,NOTEBOOK,17.3,1600x900,2.5,8.0,1024.0,AMD Radeon R4,WINDOWS 10,2.8,27652.32
DELL,NOTEBOOK,15.6,1920x1080,1.6,4.0,256.0,AMD Radeon 530,WINDOWS 10,2.2,39906.72
LENOVO,ULTRABOOK,12.5,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,76137.12
LENOVO,NOTEBOOK,15.6,1920x1080,1.1,4.0,128.0,Intel HD Graphics 505,WINDOWS 10,2.2,18594.72
HP,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,58554.72
DELL,NOTEBOOK,14.0,1920x1080,2.8,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.64,62817.12
ACER,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,LINUX,2.4,23539.1
DELL,WORKSTATION,15.6,1920x1080,3.0,8.0,1088.0,Nvidia Quadro M620,WINDOWS 10,2.23,106187.04
MSI,GAMING,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,54757.99
MICROSOFT,ULTRABOOK,13.5,2256x1504,2.5,16.0,512.0,Intel Iris Plus Graphics 640,WINDOWS 10 S,1.25,137941.92
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.91,31381.92
DELL,WORKSTATION,15.6,1920x1080,2.7,16.0,256.0,Nvidia Quadro M620,WINDOWS 10,2.17,105228.0
HP,WORKSTATION,15.6,1920x1080,2.9,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,2.31,81731.52
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.65,71661.6
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,1152.0,AMD Radeon 530,WINDOWS 10,2.36,52161.12
DELL,2 IN 1 CONVERTIBLE,11.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 405,WINDOWS 10,1.47,25521.12
DELL,NOTEBOOK,17.3,1920x1080,2.7,8.0,1024.0,Nvidia GeForce GTX 1060,WINDOWS 10,4.42,109010.88
MICROSOFT,ULTRABOOK,13.5,2256x1504,2.2,4.0,128.0,Intel HD Graphics 615,WINDOWS 10 S,1.252,52693.92
MICROSOFT,ULTRABOOK,13.5,2256x1504,2.5,8.0,256.0,Intel Iris Plus Graphics 640,WINDOWS 10 S,1.25,95850.72
HP,NOTEBOOK,17.3,1600x900,2.0,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.5,34093.87
ACER,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,Nvidia GeForce 940MX,WINDOWS 10,2.23,28984.32
ACER,NETBOOK,11.6,1366x768,1.6,4.0,128.0,Intel HD Graphics 400,WINDOWS 10,1.4,23176.8
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.37,39906.72
LENOVO,NOTEBOOK,14.0,1920x1080,2.7,8.0,512.0,AMD Radeon R7 M460,NO OS,1.5,42570.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.9,8.0,256.0,Nvidia Quadro M2200M,WINDOWS 10,2.67,111355.2
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,500.0,Intel HD Graphics 500,WINDOWS 10,2.0,16197.12
ACER,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Nvidia GeForce GTX 940MX,WINDOWS 10,2.2,24988.32
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,2048.0,AMD Radeon 530,WINDOWS 10,2.02,40439.52
HP,GAMING,17.3,1920x1080,2.8,12.0,1024.0,Nvidia GeForce GTX 1060,WINDOWS 10,3.78,90522.72
LENOVO,ULTRABOOK,14.0,2560x1440,2.6,12.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.4,98994.24
HP,2 IN 1 CONVERTIBLE,13.3,3840x2160,1.8,8.0,512.0,Intel UHD Graphics 620,WINDOWS 10,1.29,106506.72
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,500.0,AMD FirePro W4190M ,WINDOWS 10,1.9,61485.12
GOOGLE,ULTRABOOK,12.3,2400x1600,1.2,8.0,128.0,Intel HD Graphics 615,CHROME OS,1.1,67932.0
DELL,ULTRABOOK,13.3,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.42,98133.77
ASUS,NOTEBOOK,15.6,3840x2160,2.6,12.0,1152.0,Intel HD Graphics 530,WINDOWS 10,2.06,69210.72
DELL,NOTEBOOK,14.0,1366x768,2.3,8.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.79,39427.2
DELL,WORKSTATION,15.6,1920x1080,2.8,8.0,256.0,Nvidia Quadro M1200,WINDOWS 10,1.78,128298.24
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,180.0,Intel HD Graphics 620,WINDOWS 10,1.7,72673.92
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,1024.0,AMD Radeon 520,WINDOWS 10,2.2,35964.0
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.05,89084.16
DELL,NOTEBOOK,15.6,1920x1080,1.8,8.0,512.0,Nvidia GeForce 940MX,WINDOWS 10,2.16,67239.36
DELL,NOTEBOOK,15.6,1366x768,2.4,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.18,31254.05
HP,NOTEBOOK,13.3,1920x1080,1.6,4.0,128.0,Intel UHD Graphics 620,WINDOWS 10,1.49,38681.28
CHUWI,NOTEBOOK,15.6,1920x1080,1.44,4.0,64.0,Intel HD Graphics,WINDOWS 10,1.89,13261.39
LENOVO,NOTEBOOK,15.6,1366x768,2.0,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,2.3,30103.2
LENOVO,NOTEBOOK,14.0,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.75,55890.72
DELL,WORKSTATION,15.6,1920x1080,2.7,16.0,512.0,Nvidia Quadro M620,WINDOWS 10,2.17,124568.64
DELL,NOTEBOOK,15.6,1920x1080,2.8,16.0,512.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.06,101178.72
LENOVO,ULTRABOOK,12.5,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.36,95797.44
ASUS,ULTRABOOK,12.5,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,0.91,103896.0
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,2.3,53918.83
TOSHIBA,ULTRABOOK,13.3,1920x1080,2.7,32.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.05,149130.72
ASUS,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,1.99,71928.0
ACER,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,AMD Radeon RX 540,WINDOWS 10,2.2,30849.12
ASUS,GAMING,17.3,1920x1080,2.6,24.0,1280.0,Nvidia GeForce GTX 965M,WINDOWS 10,4.33,67612.32
LENOVO,ULTRABOOK,12.5,1366x768,2.3,8.0,180.0,Intel HD Graphics 520,WINDOWS 10,1.3,58554.72
LENOVO,NOTEBOOK,15.6,1920x1080,1.8,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,2.17,47893.39
HP,NOTEBOOK,14.0,1920x1080,2.8,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,1.48,93186.72
LENOVO,NOTEBOOK,13.3,1920x1080,2.4,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.4,50562.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.3,48538.08
ASUS,NETBOOK,11.6,1366x768,1.1,4.0,64.0,Intel HD Graphics 500,WINDOWS 10 S,1.2,18115.2
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,256.0,AMD Radeon 520,WINDOWS 10,1.91,32979.79
LENOVO,2 IN 1 CONVERTIBLE,13.9,1920x1080,1.6,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.4,85194.72
LENOVO,NOTEBOOK,14.0,1366x768,1.1,4.0,500.0,Intel HD Graphics 500,WINDOWS 10,2.1,15930.72
LENOVO,NETBOOK,11.6,1366x768,1.6,4.0,16.0,Intel HD Graphics 400,CHROME OS,1.25,14119.2
LENOVO,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.44,50562.72
ASUS,NOTEBOOK,15.6,1920x1080,2.7,8.0,1280.0,Intel HD Graphics 620,WINDOWS 10,2.0,65214.72
ACER,NOTEBOOK,15.6,1920x1080,1.6,4.0,1024.0,Nvidia GeForce MX150,WINDOWS 10,2.2,32660.64
HP,ULTRABOOK,13.3,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.34,70489.44
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1280.0,Nvidia GeForce GTX 1060,NO OS,2.4,61218.72
DELL,ULTRABOOK,13.3,1920x1080,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.29,47898.72
ACER,NOTEBOOK,15.6,1920x1080,2.7,4.0,500.0,Nvidia GeForce 940MX,WINDOWS 10,2.2,34045.92
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.18,44542.08
DELL,NOTEBOOK,15.6,1920x1080,1.8,16.0,2304.0,AMD Radeon 530,WINDOWS 10,2.2,64961.11
XIAOMI,NOTEBOOK,15.6,1920x1080,1.8,16.0,256.0,Nvidia GeForce MX150,NO OS,1.95,74589.34
ASUS,NETBOOK,11.6,1366x768,1.1,2.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.1,13053.6
HP,NOTEBOOK,15.6,1366x768,1.6,4.0,1024.0,Intel UHD Graphics 620,WINDOWS 10,2.04,27783.92
ASUS,GAMING,15.6,1920x1080,2.8,24.0,512.0,Nvidia GeForce GTX1080,WINDOWS 10,2.24,158135.04
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,2.04,47365.92
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX1050 Ti,WINDOWS 10,3.0,80133.12
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,3.2,74538.72
HP,ULTRABOOK,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.32,74538.72
DELL,NOTEBOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.64,68184.01
HP,NOTEBOOK,15.6,1366x768,2.0,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.63,36709.92
DELL,NOTEBOOK,17.3,1920x1080,1.6,8.0,1152.0,AMD Radeon 530,LINUX,2.8,47365.92
LENOVO,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,2.02,71395.2
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,4.0,1024.0,Nvidia GeForce 920MX,WINDOWS 10,2.2,42570.72
LENOVO,NOTEBOOK,15.6,1366x768,2.0,8.0,2048.0,Nvidia GeForce 920MX ,NO OS,2.2,24455.52
DELL,NOTEBOOK,15.6,1920x1080,2.5,4.0,500.0,AMD Radeon R5 M430,WINDOWS 10,2.3,31168.8
DELL,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.9,73366.56
DELL,GAMING,17.3,1920x1080,2.8,16.0,1152.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,160520.39
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.0,45820.8
ASUS,NOTEBOOK,15.6,3840x2160,2.7,8.0,1280.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.0,69210.72
MEDIACOM,NOTEBOOK,13.3,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.2,19660.32
ASUS,GAMING,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.3,87858.72
DELL,NOTEBOOK,15.6,1920x1080,2.8,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.93,72940.32
DELL,NOTEBOOK,15.6,1920x1080,1.6,8.0,256.0,AMD Radeon 530,WINDOWS 10,2.2,42486.0
HP,NOTEBOOK,15.6,1920x1080,1.6,4.0,256.0,Intel HD Graphics 405,WINDOWS 10,1.86,21258.19
HP,GAMING,17.3,1920x1080,2.8,12.0,1024.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.62,95850.72
LENOVO,NOTEBOOK,14.0,1920x1080,2.7,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.87,45767.52
DELL,ULTRABOOK,13.3,3200x1800,1.8,8.0,256.0,Intel UHD Graphics 620,WINDOWS 10,1.2,74538.72
DELL,NOTEBOOK,14.0,1920x1080,2.0,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.6,39207.15
HP,ULTRABOOK,13.3,3200x1800,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.34,61005.6
ACER,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,LINUX,2.4,42517.44
ASUS,NOTEBOOK,15.6,1366x768,1.8,4.0,500.0,AMD Radeon R2 Graphics,WINDOWS 10,2.0,18594.72
HP,NOTEBOOK,15.6,1920x1080,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,2.1,37589.04
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.87,41824.8
LENOVO,NOTEBOOK,15.6,1920x1080,2.3,4.0,1024.0,Intel HD Graphics 520,NO OS,2.15,24634.01
HP,NOTEBOOK,15.6,1920x1080,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.86,21152.16
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.99,92121.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,2.2,26586.72
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.9,59513.23
DELL,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,143802.72
HP,NOTEBOOK,17.3,1600x900,2.0,8.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.65,28992.31
HP,NOTEBOOK,17.3,1920x1080,2.7,8.0,1024.0,Nvidia GeForce 930MX,WINDOWS 10,2.63,68198.4
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,500.0,Intel HD Graphics 500,LINUX,2.0,11934.72
MEDIACOM,NOTEBOOK,13.3,1920x1080,1.44,4.0,32.0,Intel HD Graphics,WINDOWS 10,1.35,13586.4
LENOVO,NOTEBOOK,17.3,1600x900,2.7,6.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,2.8,50562.72
HP,NOTEBOOK,15.6,1920x1080,2.5,6.0,128.0,AMD Radeon 530,WINDOWS 10,1.91,30310.99
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M420,WINDOWS 10,2.18,32921.71
ACER,2 IN 1 CONVERTIBLE,11.6,1920x1080,2.0,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.25,18594.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,2.05,33566.4
HP,ULTRABOOK,13.3,3200x1800,1.2,16.0,512.0,Intel HD Graphics 515,WINDOWS 10,1.16,104695.2
LENOVO,NOTEBOOK,17.3,1920x1080,2.8,8.0,256.0,Nvidia Quadro M620M,WINDOWS 10,3.4,159786.72
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,44701.92
DELL,ULTRABOOK,13.3,3840x2160,1.6,8.0,128.0,Intel UHD Graphics 620,WINDOWS 10,1.21,85194.72
DELL,NOTEBOOK,15.6,1366x768,2.6,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.93,51095.52
FUJITSU,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.2,39373.92
LENOVO,NOTEBOOK,15.6,1920x1080,1.1,4.0,500.0,Intel HD Graphics 505,WINDOWS 10,2.2,18328.32
LENOVO,NOTEBOOK,14.0,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.02,52747.2
HP,WORKSTATION,17.3,1600x900,2.8,8.0,500.0,Nvidia Quadro M1200,WINDOWS 10,3.14,99153.55
HP,NOTEBOOK,14.0,1366x768,1.6,8.0,2048.0,Intel HD Graphics 405,WINDOWS 10,1.94,20725.92
HP,NOTEBOOK,15.6,1920x1080,3.0,6.0,256.0,AMD Radeon 530,WINDOWS 10,1.95,34578.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.3,44222.4
LENOVO,NOTEBOOK,15.6,1920x1080,1.6,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.05,36496.8
MEDIACOM,NOTEBOOK,14.0,1920x1080,1.44,4.0,32.0,Intel HD Graphics,WINDOWS 10,1.4,13266.72
TOSHIBA,ULTRABOOK,14.0,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.24,99367.2
LENOVO,GAMING,17.3,1920x1080,2.7,32.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.6,141884.64
MSI,GAMING,17.3,1920x1080,2.9,16.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.14,145401.12
DELL,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,AMD Radeon R5 M430,LINUX,2.2,39907.25
MEDIACOM,NOTEBOOK,14.0,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.45,20725.92
DELL,NOTEBOOK,15.6,1366x768,2.6,8.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.9,53733.95
HP,NOTEBOOK,13.3,1920x1080,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.49,38308.32
DELL,NOTEBOOK,15.6,1920x1080,2.8,16.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.93,81912.14
DELL,NETBOOK,11.6,1366x768,1.6,4.0,16.0,Intel HD Graphics 400,CHROME OS,1.26,15717.6
MSI,GAMING,17.3,1920x1080,2.7,16.0,1152.0,Nvidia GeForce GTX 980M,WINDOWS 10,4.5,125154.72
HP,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050,WINDOWS 10,3.78,79813.44
LENOVO,ULTRABOOK,14.0,1920x1080,2.6,12.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.4,89137.44
LENOVO,NOTEBOOK,15.6,1366x768,1.8,12.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.2,32447.52
ASUS,GAMING,17.3,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.73,94305.6
ASUS,2 IN 1 CONVERTIBLE,15.6,1366x768,2.5,8.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.2,39373.92
LENOVO,NOTEBOOK,15.6,1920x1080,3.6,12.0,512.0,AMD Radeon 530,WINDOWS 10,2.2,50562.72
DELL,2 IN 1 CONVERTIBLE,11.6,1366x768,1.0,4.0,128.0,Intel HD Graphics 615,WINDOWS 10,1.39,32127.84
SAMSUNG,NOTEBOOK,15.6,1920x1080,2.8,16.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.5,90522.72
LENOVO,NOTEBOOK,17.3,1920x1080,2.0,4.0,500.0,Intel HD Graphics 520,NO OS,2.8,28185.12
LENOVO,NOTEBOOK,15.6,1366x768,2.3,8.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.29,24455.52
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.37,107892.0
LENOVO,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 630,WINDOWS 10,1.7,78534.72
DELL,2 IN 1 CONVERTIBLE,12.5,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.34,88977.6
DELL,WORKSTATION,15.6,1920x1080,2.8,8.0,256.0,Nvidia Quadro M620,WINDOWS 10,2.06,93932.64
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.84,64948.32
HP,NOTEBOOK,15.6,1366x768,2.4,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.1,35616.61
ACER,NOTEBOOK,14.0,1920x1080,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.6,17529.12
MSI,GAMING,17.3,1920x1080,2.7,16.0,1152.0,Nvidia GeForce GTX 970M,WINDOWS 10,4.14,117162.72
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M420,LINUX,2.18,24775.2
MSI,GAMING,15.6,3840x2160,2.8,16.0,2304.0,Nvidia GeForce GTX 1060,WINDOWS 10,1.8,122490.72
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.2,74538.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.4,30049.92
LENOVO,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.8,8.0,256.0,Intel HD Graphics 630,WINDOWS 10,2.0,69210.72
ACER,NOTEBOOK,14.0,1366x768,1.6,4.0,128.0,Intel HD Graphics 405,WINDOWS 10,1.6,18594.72
LENOVO,NOTEBOOK,15.6,3840x2160,3.1,32.0,1024.0,Nvidia Quadro M2200M,WINDOWS 10,2.5,261018.72
DELL,GAMING,15.6,1920x1080,2.6,16.0,1024.0,Nvidia GeForce GTX 960<U+039C>,WINDOWS 10,2.59,46833.65
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,Intel HD Graphics 520,LINUX,2.18,23650.99
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,Intel HD Graphics 520,LINUX,2.25,19127.52
DELL,NOTEBOOK,15.6,1366x768,2.6,4.0,500.0,Intel HD Graphics 620,LINUX,1.93,46300.32
ASUS,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,3.0,62231.04
DELL,NOTEBOOK,15.6,1920x1080,2.5,4.0,128.0,AMD Radeon R5 M420,LINUX,2.18,30316.32
HP,ULTRABOOK,15.6,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.84,74005.92
MSI,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.94,120831.58
ACER,2 IN 1 CONVERTIBLE,11.6,1366x768,1.6,4.0,32.0,Intel HD Graphics 400,CHROME OS,1.25,20193.12
HP,NOTEBOOK,14.0,1366x768,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.31,59886.72
LENOVO,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,1.65,78055.2
DELL,NOTEBOOK,15.6,1920x1080,1.6,4.0,1024.0,AMD Radeon 530,WINDOWS 10,2.2,41345.28
FUJITSU,NOTEBOOK,15.6,1366x768,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.2,42570.72
HP,NOTEBOOK,15.6,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 7,1.88,49656.96
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,Nvidia GeForce 920MX,WINDOWS 10,2.2,47898.72
MEDIACOM,NOTEBOOK,14.0,1920x1080,1.44,2.0,32.0,Intel HD Graphics,WINDOWS 10,1.4,12733.92
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,4.0,128.0,Intel HD Graphics 620,NO OS,2.2,24935.04
